page,title,info
https://www.louvre.fr/en/oeuvre-notices/large-statue-chancellor-nakhti,Large statue of Chancellor Nakhti ,"The sculptor worked with a single trunk of high-grade acacia to create this life-size statue of Nakhti. An inscription written around the base consists of hieroglyphs indicating the high-ranking status of the figure, recognized in the world of the dead and the living."
https://www.louvre.fr/en/oeuvre-notices/legging,Legging ,"This elaborately decorated legging was discovered in a tomb in Middle Egypt. Far from Egyptian in style, featuring as it does iconographic themes of foreign origin, it is nevertheless almost certainly of Egyptian manufacture. It depicts a battle scene, unfortunately highly fragmented, with archers and a Persian king."
https://www.louvre.fr/en/oeuvre-notices/lintel-tomb-pairkep-bas-relief-sculpture-making-lily-perfume,Lintel from the tomb of Païrkep with bas-relief sculpture: making lily perfume ,"This delicate bas-relief, sculpted on a Late Period tomb lintel from the Delta, presents the various stages in the process of making perfume. Women are depicted gathering lily flowers, extracting their juice by squeezing them in a strip of cloth twisted between two sticks, then presenting it to the owner of the tomb: Païrkep, known as Psametikmerneith."
https://www.louvre.fr/en/oeuvre-notices/mask-woman,Mask of a Woman ,"This mask, representing the face of a Greek woman, was placed over the mummy's face. Originally polychromatic, it was cast in plaster and hollow on the inside; during the Roman period, this type of mask replaced the pharaonic mask. It served the same purpose as the portraits of mummies painted on wood."
https://www.louvre.fr/en/oeuvre-notices/mortuary-mask-khaemwaset,Mortuary Mask of Khaemwaset ,"Not all the gold funerary masks of Egypt are as splendid as Tutankhamen's. That of Khaemwaset, son of Ramesses II, is a case in point. The thin sheet of gold leaf (one-tenth of a millimeter thick) has irregular edges and crudely reproduces the shape of a fairly chubby and unattractive face; the eyes and mouth are rendered clearly, and the ears stick out. "
https://www.louvre.fr/en/oeuvre-notices/mummy-painted-shroud,Mummy in painted shroud ,The painted shroud is wrapped tightly around the mummy and the wood plank on which it rests. The portrait represents a young man inside a naos coffin. A painted mesh pattern covers the body from the waist to the calves. X-ray examinations reveal that the boy probably died at the age of 16 or 17. This is a rare example from Antinoe of a painted shroud still wrapped around a mummy.
https://www.louvre.fr/en/oeuvre-notices/mummy-label,Mummy Label ,"The mummy label is an emblematic funerary object from the Roman era in Egypt. Attached to the mummy, it was the deceased's identification and passport to eternity. A portrait of the deceased, with an epitaph in Greek, was depicted on one side, while a standard prayer formula in demotic script graced the other."
https://www.louvre.fr/en/oeuvre-notices/mummy-mask,Mummy Mask ,"Ancient Egyptian men are generally thought of as having been clean-shaven, but beards and moustaches are quite frequently found on statues and mummy masks in collections the world over. They were more common towards the end of the Old Kingdom and the beginning of the Middle Kingdom. In the tombs of the Assiut cemetery, which date from the Middle Kingdom, several mummy masks have these features."
https://www.louvre.fr/en/oeuvre-notices/mummy-mask-boy,Mummy mask of a boy ,"This mummy mask depicts a young boy with a thin face and pointed chin. The colors are well preserved. The boy's large eyes are painted and incised in the stucco, and his hair is cut short. He wears a long-sleeved white tunic decorated with purple vertical stripes. In his right hand he holds a wreath of rose petals, and in his right a papyrus scroll."
https://www.louvre.fr/en/oeuvre-notices/mummy-mask-man-headrest,Mummy mask of a man with headrest ,"This mummy mask shows a man with gray hair, beard and moustache, dressed in white, with a panel of his fringed mantle falling to the right. He has a ring on the little finger of his left hand. On his head is a wreath, probably of myrtle leaves. The head was modeled in stucco over a wooden core attached to the panel. On the headrest, which held the mummy's head, the dead man is painted as Osiris, with Isis, Nephthys and the four sons of Horus in attendance. "
https://www.louvre.fr/en/oeuvre-notices/mummy-mask-woman,Mummy mask of a woman ,"This is a portrait of a young woman. The fine features of her rather fleshy face are carefully modeled and painted, and the hairstyle is simple. She is portrayed wearing a blue tunic with purple clavii, and a cloak that covers the back of her neck. Her many pieces of heavy jewelry were originally gilded with gold leaf. She holds the Osirian crown of justification in her right hand, and in her left, ears of corn and poppies, which were associated with the cult of Isis Demeter."
https://www.louvre.fr/en/oeuvre-notices/mummy-man,Mummy of a man ,"This extremely well preserved mummy is that of a man who lived during the Ptolemaic Period. According to the customs of the time, the body of the deceased was carefully wrapped in strips of linen; the design formed by these strips, notably around the face, was often extremely sophisticated. The mummy is covered with a cartonnage consisting of several elements: a mask covering the head, a wide collar over the chest, an apron across the legs, and finally, a casing over the feet."
https://www.louvre.fr/en/oeuvre-notices/mummy-woman-portrait,Mummy of a woman with portrait ,"This young woman's portrait was fixed in place with the bandages enveloping her mummy. The meticulously arranged bandages form a rhomboidal design imitating the protective netting. There is a Greek inscription painted in black ink on the chest. X-ray analysis has shown that the deceased was a forty year-old woman, and not the young woman in the portrait, which is a depiction of her eternal youth as an Osiris."
https://www.louvre.fr/en/oeuvre-notices/mummy-shroud-and-mask,Mummy shroud and mask ,"This mummy covering comprises a mask with a headboard encasing the head and bust, and five fragments of shroud enveloping the lower part of the body and the feet. The finely-made covering is remarkably beautiful, and its decoration and iconography are unique. Its role was to provide magical protection and ensure eternal life for the image of the deceased, identified with Ra. It is contemporary with the Fayum portraits, and reflects the strength of the Pharaonic funerary tradition."
https://www.louvre.fr/en/oeuvre-notices/mummy-s-head,Mummy's head ,"This mummified head of a man with curly hair still bears a fragment of the linen in which it was wrapped; the face is coated with gold leaf. Mummification was thought to help the deceased attain eternal life. Because of its color, gold symbolized the sun for the Egyptians, who believed it to be ""the flesh of the gods""; mummies were not gilded until the Roman period."
https://www.louvre.fr/en/oeuvre-notices/necklace-fish-pendants,Necklace with fish pendants ,"The two chains of this necklace are formed of small, interlocking rings. Three small chains, each one with a pendant - an elegant lotus flower and two small fish - hang from the rectangular clasp. This magnificent piece of jewelry is characteristic of the brilliant craftsmanship of Egyptian artists, who had mastered highly sophisticated jewelry-making techniques from the earliest eras on."
https://www.louvre.fr/en/oeuvre-notices/nile-fishing-scene,Nile Fishing Scene ,"This fragment of an Old Kingdom mastaba includes a total of ten fish, all clearly identifiable and depicted with careful attention to detail, together with a frog, a hippopotamus, and a crocodile. The scene depicts the natural environment of the Nile marshes, a source of both recreation and sustenance for the tomb's noble occupant, during his life. "
https://www.louvre.fr/en/oeuvre-notices/nude-male-statuette,Nude Male Statuette ,"The relatively large numbers of human representations from the late predynastic period in Egypt are not always highly detailed or very realistic, and we do not know their purpose. They were discovered in tombs, when the origin is known with certainty. This male statuette is an exceptional example, due to its size and refined execution; it was dated by comparing it to another extremely similar work."
https://www.louvre.fr/en/oeuvre-notices/offering-table-found-meroe,Offering table found at Meroe ,"Offering tables were blocks of sculpted stone, intended to be placed in front of the magical false doors and statues of tombs; they were fundamental items in the cult of the dead and the gods. This one is particularly rare: it comes from Meroe, capital of a kingdom located in modern Sudan, south of the fifth cataract of the Nile."
https://www.louvre.fr/en/oeuvre-notices/offering-bearer,Offering-bearer ,"Standing with left foot forward, the female figure carries a basket with a leg of beef and a vessel of water. This model of a female offering-bearer comes from a tomb of the Early Middle Kingdom. The large sculpture, formed of several pieces of wood, is entirely covered in polychrome paint."
https://www.louvre.fr/en/oeuvre-notices/ostrakon-royal-profile,Ostrakon with a royal profile ,"This piece of limestone, which is decorated on both sides, is called an ostakon (plural: ostraka), from the Greek word for ""shell."" Modern archeologists use this word to designate pottery shards or flakes of limestone inscribed with texts or images. Egyptian artists used ostraka for sketches or preliminary drawings."
https://www.louvre.fr/en/oeuvre-notices/paintings-tomb-metjetji,Paintings from the tomb of Metjetji ,"As if by miracle, we can still admire fragments of a decoration that was painted on the mud and straw walls of an Egyptian tomb some 4300 years ago. The funerary cult of a high-ranking official and scenes of country life on his estate are brought back to life by these painted scenes. In the bird hunting scene, one of the ancient artists demonstrated particular virtuosity."
https://www.louvre.fr/en/oeuvre-notices/paintings-tomb-unsu,Paintings from the tomb of Unsu ,"This fragment forms part of a group of mural paintings that decorated the chapel in the tomb of the scribe Unsu, grain accountant in the temple of the god Amun. The scenes depicted here show the succession of agricultural operations which Unsu had to supervise: plowing, sowing, harvesting, and the treading of the corn to separate the grain from the ear. The images read from the bottom up."
https://www.louvre.fr/en/oeuvre-notices/pair-clappers,Pair of clappers ,"These objects are curved like boomerangs; each end is decorated with the head of the goddess Hathor and a slender hand. These musical instruments are known as clappers, and they were used in pairs. The sound produced by striking these two elements together replaced hand clapping as a way of creating a rhythm for music and accompanying dances."
https://www.louvre.fr/en/oeuvre-notices/pair-sandals,Pair of sandals ,"This pair of sandals was probably unearthed from the cemetery at Panopolis, no doubt from the tomb of a woman. The flat leather sole is richly decorated. Two broad burgundy leather straps cross over the instep, and there is a third, central strap to which the thong between the toes must originally have been attached. A leather circle is sewn onto the junction of the straps with plant fibers wrapped in a leather thong. The richly-decorated leather indicates that this was luxury footwear."
https://www.louvre.fr/en/oeuvre-notices/palm-column-name-king-unas,Palm column in the name of King Unas ,"This palm column once adorned the peristyle courtyard of the funerary temple of King Unas (2380-2350 BC) at Saqqara. It evokes the prestigious setting of the royal funerary temple adjoining the eastern façade of the pyramid, where the priests in charge of the cult officiated and served the offerings intended to ensure the dead king's survival in the afterlife."
https://www.louvre.fr/en/oeuvre-notices/panel-virgin-annunciate,Panel of the Virgin Annunciate ,"This fragment of a wood panel depicts a bas-relief of the Virgin Annunciate. This image, which is rare in Coptic art, is interesting both for the expression of the Virgin and the direct communication established between the viewer and the object. This extremely refined work is one of the masterpieces of the Louvre's Coptic Rooms."
https://www.louvre.fr/en/oeuvre-notices/panel-portrait-man,Panel portrait of a man ,"The bust of the deceased stands out against a yellow ocher background painted onto a piece of rough canvas cut into the shape of a niche. The head - the only element portrayed in relief - is made of compressed, stuccoed linen. At the bottom of the panel, below a garland, is a painted representation of the boat of the god Sokaris, guarded by two jackals. Panel portraits of this type represent the final evolution of this funerary tradition."
https://www.louvre.fr/en/oeuvre-notices/patera,Patera ,"A patera was a bowl for the washing of hands before and after eating. In Coptic Egypt they were often lavishly decorated; in this instance the decor is concentrated on the perimeter of the bowl (with beads streaming from the mouths of two dolphins), and on the handle (with a naked female figure wearing an open-work cross). The movement of the two animals and the woman's legs create a powerful dynamic, making this one of the finest Egyptian pateras of this period."
https://www.louvre.fr/en/oeuvre-notices/pendant-name-king-osorkon-ii-god-osiris-s-family,Pendant with the Name of King Osorkon II:  the God Osiris's Family ,"This extremely precious solid gold and lapis lazuli item of jewelry - a true masterpiece of antique goldwork - represents the holy triad of the Osiris family. Despite the presence of the god of death, this piece was more a temple treasure than a funerary jewel."
https://www.louvre.fr/en/oeuvre-notices/pendant-falcon-ram-s-head,"Pendant, Falcon with Ram's Head ","This pendant comes from the tomb of an Apis bull buried in the Serapeum of Saqqara, a site excavated by Auguste Mariette from 1851 to 1853. Made from gold of great purity, it takes the form of a falcon with a ram's head, with outstretched wings and legs and wearing a broad necklace. Engraved on the reverse of the gold leaf, the image appears on the front in relief and in colored cloisonné. This is a composite figure of a deity, almost certainly a form of the sun god."
https://www.louvre.fr/en/oeuvre-notices/pilgrim-flasks,Pilgrim flasks ,"Pilgrim flasks, or ampullae, are small metal, glass, or terra vials such as this one, used by pilgrims in Antiquity and in the early Middle Ages, to carry home water or oil from the lamps burning in the sanctuaries visited. They also held oil that had been placed near the relics of a martyr and even earth scooped up piously from around a worshiped tomb."
https://www.louvre.fr/en/oeuvre-notices/pillar-said-be-bawit,Pillar said to be from Bawit ,"This pillar, said to be from Bawit, is richly decorated on two adjacent faces and was no doubt a corner stone or door jamb. The meticulous relief decoration consists of geometric motifs and luxuriant foliage populated by birds; it is completed by two drapery-clad figures in the rectangular frames at the top of the pillar: an archangel and an apostle."
https://www.louvre.fr/en/oeuvre-notices/pinudjem-s-necklace,Pinudjem's Necklace ,"This splendid gold necklace is of exceptional quality and great originality. It consists of three chains composed of flat rings that are soldered together in pairs, and a rectangular pendant inlaid with lapis lazuli, that bears the name of Pinudjem I framed by two bees. Smaller chains, adorned with elegant floral pendants, are attached to the outer and inner chain and to the bottom of the rectangular pendant. This lovely necklace demonstrates the virtuosity of the goldsmiths of the period."
https://www.louvre.fr/en/oeuvre-notices/portrait-man-1,Portrait of a man ,"The man is represented in a three-quarters pose against a dark gray background. His face is dark and his clothing light. The oval face is elongated, which accentuates the hair that tapers to a point on the forehead, leaving the temples bare. The hair is cut very short, with a clear contour around the face. The man is dressed simply in a white tunic with a purple clavii."
https://www.louvre.fr/en/oeuvre-notices/portrait-woman,Portrait of a woman ,"The young woman is portrayed almost full face, her bust turned slightly to the left. She is wearing a dark tunic with green clavi, and a dark mantle over her left shoulder. Her hair is parted in two bands which cover her ears. She has a braid on top of her head and a row of little ringlets framing her forehead. Her lips are particularly well defined, and she has a dimple on her chin."
https://www.louvre.fr/en/oeuvre-notices/portrait-woman-known-l-europeenne,"Portrait of a woman, known as ""L'Européenne"" ","The youthful face stands out against a blue-gray background. Shown almost frontally, its perfect oval is set off by the regular lines of the drawn-back hair and the semicircle of the plait, from which emerges the gold head of a hairpin. The pearly flesh-tints with their pink touches are applied in small close-packed strokes. The large eyes look to the right, brought to life by two touches of white. Gold leaf hides a slender neck adorned by a pearl necklace."
https://www.louvre.fr/en/oeuvre-notices/processional-way-sphinxes,Processional Way of Sphinxes ,"Several hundred sphinxes similar to this one once lined the processional way to the Serapis Temple (the Serapeum in Saqqara), which no longer exists. This sanctuary, a major pilgrimage site in late antiquity, was once very famous. All that remains today is its underground structures: the necropolis of the Apis bulls begun during the reign of Ramesses II. Mariette determined the location of the temple as the walkway was cleared, one sphinx at a time."
https://www.louvre.fr/en/oeuvre-notices/pyxis-or-pyx,Pyxis or pyx ,"This fragmentary piece is a pyxis or pyx, a cylindrical box designed to hold the consecrated host. The decorations on such boxes are extremely varied. On the left side of this one is an upright mummy-like figure, a very common image in Christian art in Egypt."
https://www.louvre.fr/en/oeuvre-notices/queen-cleopatra-making-offering-goddess-isis,Queen Cleopatra Making an Offering to the Goddess Isis ,"This limestone stele was dedicated to Cleopatra VII Philopator on 2 July 51 BC by Onnophris, the Greek ""president of the association of Isis Snonais."" This association of temples was placed under the protection of a form of the goddess Isis worshiped in Faiyum (Al-Fayyum). Surprisingly, to modern eyes, the celebrated Egyptian queen is represented here as a traditional, male sovereign."
https://www.louvre.fr/en/oeuvre-notices/queen-khenemet-nefer-hedjet-great,"Queen Khenemet-Nefer-Hedjet ""the Great"" ","In 1997, the Louvre acquired a new royal statue from the Middle Kingdom. The complete name of the person represented, Khenemet-Nefer-Hedjet-Weret, identifies her as the wife of Sesostris II and the mother of Sesostris III. It is an extremely rare monument, as no more than a dozen statues of queens from this era have been found. Furthermore, the work is intact."
https://www.louvre.fr/en/oeuvre-notices/queen-tiye,Queen Tiye ,"Queen Tiye, the Great Royal Wife of Amenhotep III, once stood beside the king, of whom only the right arm remains. The royal couple was carved from a block of very soft stone called steatite, and embellished with bright green enamel."
https://www.louvre.fr/en/oeuvre-notices/ram-pendant,Ram Pendant ,"This richly decorated piece of jewelry would originally have formed part of a breastplate of which there now remains only the central section. It shows, in profile, a god whose body is wrapped in a shroud, with a ram's head and wearing a composite crown: the representation of a creator god. He is seated on a lotus flower. A great Egyptian myth tells how the sun emerged from a lotus flower on the first morning of creation."
https://www.louvre.fr/en/oeuvre-notices/ramesses-ii-breastplate,Ramesses II Breastplate ,"Auguste Mariette discovered this breastplate, named for Ramesses II, in 1852 during excavations of the Serapeum in Saqqara, under the coffin of a tomb of an Apis bull. The shape - a temple pylon with a cloisonné and openwork design - is traditional for this type of jewelry from the mid-Twelfth Dynasty (circa 1850 BC). The deities represented inside the architectural frame were intended to protect the amulet's wearer."
https://www.louvre.fr/en/oeuvre-notices/recipient-bowls,Recipient with bowls ,"This large dish with a round base consists of a central bowl surrounded by six smaller bowl shapes. The spaces between the outer bowls are decorated with stylized images of trees. This type of recipient involved a three-step production: the round dish was thrown on a potter's wheel; the openings were cut out; and finally, the smaller bowl shapes were formed, fitted into the openings, and attached using a clay slip. This dish was designed to hold various condiments."
https://www.louvre.fr/en/oeuvre-notices/reconstruction-tomb-eastern-cemetery-deir-el-medina-hill-qurnet-murai,Reconstruction of a tomb from the eastern cemetery of Deir el-Medina (hill of Qurnet Murai) ,"This vitrine displays a selection of grave goods found in the tombs of the western cemetery of the hill of Qurnet Murai (near the site of Deir el-Medina), excavated from 1933 by the French archaeologist Bernard Bruyère. These tombs date from the early 18th Dynasty. Although they belonged to a class that was modest if not poor, they contained a wealth of material: everyday objects that had been used by the owners during their lifetime."
https://www.louvre.fr/en/oeuvre-notices/red-terracotta-canopic-jars-decorated-two-arms,Red terracotta canopic jars decorated with two arms ,"This incomplete series of three canopic jars, missing the lids, dates from the Middle Kingdom and belonged to a civil servant name Hepy. The jars are made of high quality red ceramic and feature a remarkable relief carving of two arms, one of which holds the ankh symbol, the other a uas scepter. These are the oldest canopic jars in the Louvre."
https://www.louvre.fr/en/oeuvre-notices/relief-temple-monthu-tod,Relief from the temple of Monthu at Tod ,"The late 11th Dynasty witnessed the revival, after more than two centuries, of the difficult art of bas-relief sculpture. It can be admired on vestiges from one of the earliest stages of construction of the temple at Tod. This bas-relief and the blocks that are exhibited beside it were found buried beneath the foundation sand of the later sanctuary, which explains why they escaped the fate of most limestone works: disappearing into the lime kilns."
https://www.louvre.fr/en/oeuvre-notices/ring-horemheb,Ring of Horemheb ,"This solid gold signet ring is exceptional for its size and the quality of its workmanship. Spirals are added toward the rounded ends of the very thick ring, and the four faces of the rectangular, rotating bezel are deeply engraved with a crocodile, a scorpion, a lion, and the coronation name of Horemheb, the last king of the 18th Dynasty."
https://www.louvre.fr/en/oeuvre-notices/ring-horses,Ring with horses ,"This precious piece of jewelry is commonly known as the ""ring with horses"", because of the two extraordinarily lifelike little horses that prance across its setting. It is a unique design of great technical virtuosity - a veritable masterpiece of New Kingdom gold metalwork. The diameter of the ring and the horse motif suggest that it was designed for a man."
https://www.louvre.fr/en/oeuvre-notices/royal-and-divine-triad,Royal and divine triad ,"The three statues, carved from a single block of granite, stand in a traditional side-by-side position. The god Osiris is portrayed in the center, holding scepters and wrapped in a shroud, with the falcon-headed god Horus on one side and the symmetrical representation of a king on the other. This monument bears no inscriptions, but is attributed to a 19th-Dynasty king -perhaps Ramesses II, or Merneptah."
https://www.louvre.fr/en/oeuvre-notices/royal-sphinx-name-pharaoh-achoris,Royal Sphinx with the name of the Pharaoh Achoris ,"The sphinx of Achoris is often associated with that of his predecessor Nepherites; the two sphinxes are presented as a pair. They were discovered in Italy, and seem to have been transported there together from Egypt. Apart from a few shabtis, they are the only known representations of these two kings, whose reigns lasted only a few years."
